Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Nai00,Stabilization with data-rate-limited feedback: tightest attainable bounds,G. Nair and R. Evans,2000,2000-09-15,Systems & Control Letters,41,49-56,,327,13,10.1016/S0167-6911(00)00037-2,https://doi.org/10.1016/S0167-6911(00)00037-2,1.2800
Wid84,On the statistical efficiency of the LMS algorithm with nonstationary inputs,B. Widrow and E. Walach,1984,1984-05-22,IEEE Trans. Inf. Theory,30,211-221,"A fundamental relationship exists between the quality of an adaptive solution and the amount of data used in obtaining it. Quality is defined here in terms of ""misadjustment,"" the ratio of the excess mean square error (mse) in an adaptive solution to the minimum possible mse. The higher the misadjustment, the lower the quality is. The quality of the exact least squares solution is compared with the quality of the solutions obtained by the orthogonalized and the conventional least mean square (LMS) algorithms with stationary and nonstationary input data. When adapting with noisy observations, a filter trained with a finite data sample using an exact least squares algorithms will have a misadjustment given by M=\frac{n}{N}=\frac{number of weights}{number of training samples} If the same adaptive filter were trained with a steady flow of data using an ideal ""orthogonalized LMS"" algorithm, the misadjustment would be M=\frac{n}{4\tau_{\mse}}=\frac{number of weights}{number of training samples} Thus, for a given time constant \tau_{\mse} of the learning process, the ideal orthogonalized LMS algorithm will have about as low a misadjustment as can be achieved, since this algorithm performs essentially as an exact least squares algorithm with exponential data weighting. It is well known that when rapid convergence with stationary data is required, exact least squares algorithms can in certain cases outperform the conventional Widrow-Hoff LMS algorithm. It is shown here, however, that for an important class of nonstationary problems, the misadjustment of conventional LMS is the same as that of orthogonalized LMS, which in the stationary case is shown to perform essentially as an exact least squares algorithm.",177,4.2,10.1109/TIT.1984.1056892,https://doi.org/10.1109/TIT.1984.1056892,1.2500
Sah06b,"The necessity and sufficiency of anytime capacity for stabilization of a linear system over a noisy communication link, Part II: vector systems",Anant Sahai and S. Mitter,2006,2006-01-04,arXiv: Information Theory,,,"In part I, we reviewed how Shannon's classical notion of capacity is not sufficient to characterize a noisy communication channel if the channel is intended to be used as part of a feedback loop to stabilize an unstable scalar linear system. While classical capacity is not enough, a sense of capacity (parametrized by reliability) called ""anytime capacity"" is both necessary and sufficient for channel evaluation in this context. The rate required is the log of the open-loop system gain and the required reliability comes from the desired sense of stability. Sufficiency is maintained even in cases with noisy observations and without any explicit feedback between the observer and the controller. This established the asymptotic equivalence between scalar stabilization problems and delay-universal communication problems with feedback. 
Here in part II, the vector-state generalizations are established and it is the magnitudes of the unstable eigenvalues that play an essential role. To deal with such systems, the concept of the anytime rate-region is introduced. This is the region of rates that the channel can support while still meeting potentially different anytime reliability targets for parallel message streams. All the scalar results generalize on an eigenvalue by eigenvalue basis. When there is no explicit feedback of the noisy channel outputs, the intrinsic delay of the unstable system tells us what the feedback delay needs to be while evaluating the anytime-rate-region for the channel. An example involving a binary erasure channel is used to illustrate how differentiated service is required in any separation-based control architecture.",34,1.7,,https://www.semanticscholar.org/paper/30bacce26f417f7ae9dde9ce6196870496f30f12,1.2200
Sar15b,Input-to-state stability of Lur’e systems,E. Sarkans and H. Logemann,2015,2015-07-18,"Mathematics of Control, Signals, and Systems",27,439-465,"An input-to-state stability theory, which subsumes results of circle criterion type, is developed in the context of continuous-time Lur’e systems. The approach developed is inspired by the complexified Aizerman conjecture.",42,3.9,10.1007/S00498-015-0147-0,https://doi.org/10.1007/S00498-015-0147-0,1.2000
Eli04,When bode meets shannon: control-oriented feedback communication schemes,N. Elia,2004,2004-09-13,IEEE Transactions on Automatic Control,49,1477-1488,,391,18,10.1109/TAC.2004.834119,https://doi.org/10.1109/TAC.2004.834119,1.2000
Wid76,Stationary and nonstationary learning characteristics of the LMS adaptive filter,"B. Widrow, J. Mccool, M. Larimore, and C. Johnson",1976,1976-08-01,Proceedings of the IEEE,64,1151-1162,,1464,29,10.1007/978-94-010-1223-2_23,https://doi.org/10.1007/978-94-010-1223-2_23,1.1500
Fra15c,Passification based synchronization of nonlinear systems under communication constraints and bounded disturbances,"Alexander L. Fradkov, B. Andrievsky, and M. Ananyevskiy",2015,2015-05-01,Autom.,55,287-293,"In brief the synchronization problem for nonlinear systems under communication constraints and bounded exogenous disturbances is analyzed. The main contribution is in the evaluation of the synchronization error as a function of transmission rate and the upper bounds of the disturbances. Relevance of passifiability condition for controlled synchronization of master-slave nonlinear systems for first order coder/decoder pair is demonstrated. Experimental results obtained at three-computer setup, illustrating the theory are presented.",38,3.4,10.1016/j.automatica.2015.03.012,https://doi.org/10.1016/j.automatica.2015.03.012,1.1500
Lib03,On stabilization of linear systems with limited information,D. Liberzon,2003,2003-04-01,IEEE Trans. Autom. Control.,48,304-307,"We consider the problem of stabilizing a linear time-invariant system using sampled encoded measurements of its state or output. We derive a relationship between the number of values taken by the encoder and the norm of the transition matrix of the open-loop system over one sampling period, which guarantees that global asymptotic stabilization can be achieved. A coding scheme and a stabilizing control strategy are described explicitly.",183,7.9,10.1109/TAC.2002.808487,https://doi.org/10.1109/TAC.2002.808487,1.1500
Sil14,A Characterization of the Minimal Average Data Rate That Guarantees a Given Closed-Loop Performance Level,"Eduardo I. Silva, M. Derpich, Jan Østergaard, and Marco A. Encina",2014,2014-07-01,IEEE Transactions on Automatic Control,61,2171-2186,"This paper studies networked control systems closed over noiseless digital channels. We focus on noisy linear time-invariant (LTI) plants with stationary Gaussian disturbances, Gaussian initial state, scalar-valued control inputs and sensor outputs. For this set-up, we show that the absolute minimal directed information rate that allows one to achieve a prescribed level of performance (not necessarily stationary), over all combinations of encoder-controller-decoder, is achieved when the decoder output is jointly Gaussian with the other signals in the system. This directed information rate lower bounds the achievable operational data rates. When restricting our attention to encoder-controller-decoders which make the random processes in the loop (strongly) asymptotically wide-sense stationary, this bound can be expressed in terms of their asymptotic power spectral densities. Then we show that the directed information rate and stationary performance of any such scheme can be achieved when the concatenated encoder, channel, controller and decoder behave as an AWGN channel with LTI filters. We also present a simple coding scheme that allows one to achieve (operational) average data rates that are at most (approximately) 1.254 bits away from the derived lower bound, while satisfying the performance constraint. A numerical example is presented to illustrate our findings.",55,4.6,10.1109/TAC.2015.2500658,https://doi.org/10.1109/TAC.2015.2500658,1.1200
Shi09b,Disturbance rejection with information constraints: Performance limitations of a scalar system for bounded and Gaussian disturbances,Hidenori Shingin and Y. Ohta,2009,2009-09-01,Autom.,48,1111-1116,,32,1.9,10.1016/j.automatica.2012.02.040,https://doi.org/10.1016/j.automatica.2012.02.040,1.1200
Mat07,Shannon zero error capacity in the problems of state estimation and stabilization via noisy communication channels,A. Matveev and A. Savkin,2007,2007-02-20,Int. J. Control,80,241-255,"The paper addresses state estimation and stabilization problems involving communication errors and capacity constraints. Discrete-time partially observed unstable linear systems perturbed by stochastic exogenous disturbances are studied. Unlike the classic theory, the sensor signals are transmitted to the estimator or controller over a noisy digital communication link modelled as a stochastic stationary discrete memoryless channel. It is shown that the capability of the noisy channel to ensure almost sure stabilizability/observability of the plant is identical to exactly its capability to transmit information with zero probability of error. Specifically, it is demonstrated that the standard numerical characteristic of the latter capability, i.e., the Shannon zero error capacity of the channel, constitutes the border separating the cases where the plant is and respectively, is not stabilizable/observable with probability 1.",69,3.6,10.1080/002071706000981775,https://doi.org/10.1080/002071706000981775,1.1100
Gar87,Nonstationary learning characteristics of the LMS algorithm,W. Gardner,1987,1987-10-01,,,,Upper and lower bounding first-order linear recursions for the mean-squared error realized with the LMS algorithm subjected to a sequence of independent nonstationary training vectors are derived. These bounds coincide to give the exact evolution of mean-squared error for the problem of identification of a nonrecursive time-varying system with white-noise excitation. This leads to an exact formula for time-averaged mean-squared error that is used to study optimization of the step-size parameter for minimum time-average misadjustment. New results on dependence of the minimal step size and the minimum misadjustment on the degree of nonstationarity are obtained.,67,1.7,10.1109/TCS.1987.1086054,https://doi.org/10.1109/TCS.1987.1086054,1.1000
Yuk15b,Stationary and Ergodic Properties of Stochastic NonLinear Systems Controlled over Communication Channels,S. Yüksel,2015,2015-06-12,SIAM J. Control. Optim.,54,2844-2871,"This paper is concerned with the following problem: Given a stochastic non-linear system controlled over a noisy channel, what is the largest class of channels for which there exist coding and control policies so that the closed loop system is stochastically stable? Stochastic stability notions considered are stationarity, ergodicity or asymptotic mean stationarity. We do not restrict the state space to be compact, for example systems considered can be driven by unbounded noise. Necessary and sufficient conditions are obtained for a large class of systems and channels. A generalization of Bode's Integral Formula for a large class of non-linear systems and information channels is obtained. The findings generalize existing results for linear systems.",23,2.1,10.1137/140989686,https://doi.org/10.1137/140989686,1.0900
Gru88b,Algebraic conditions for absolute tracking control of Lurie systems,L. Grujic,1988,1988-08-01,International Journal of Control,48,729-754,"By definition, the goal of control is to force the system's real output to track its desired output despite actions of external disturbances. Both continuous-time and discrete-time Lurie systems with time-varying desired outputs are considered, subject to time-varying unknown unmeasurable disturbances. The absolute tracking concept is introduced in this framework via the state-space and various tracking properties are discovered and denned. These properties reflect different qualities of the system's dynamic behaviour. New qualitative and conceptual necessary conditions are established for all tracking properties. These uncover the crucial necessary relationships between the sets of admissible desired outputs, acceptable disturbances and realizable controls. General sufficient conditions are derived so that system tracking in a ‘forced regime’ is guaranteed by the adequate stability of an appropriately associated system in the ‘free regime’. The general sufficient conditions are basic for the application ...",6,0.2,10.1080/00207178808906207,https://doi.org/10.1080/00207178808906207,1.0800
Sil11b,A Framework for Control System Design Subject to Average Data-Rate Constraints,"Eduardo I. Silva, M. Derpich, and Jan Østergaard",2011,2011-08-01,IEEE Transactions on Automatic Control,56,1886-1899,,61,4.1,10.1109/TAC.2010.2098070,https://doi.org/10.1109/TAC.2010.2098070,1.0600
Lju91,A result on the mean square error obtained using general tracking algorithms,L. Ljung and P. Priouret,1991,1991-07-01,International Journal of Adaptive Control and Signal Processing,5,231-248,"Tracking time-varying properties is of crucial importance in all adaptive algorithms. In this contribution we study a fairly general algorithm for tracking properties of model parameters that can be described in a linear regression form (including AR models and the like). An explicit expression for the mean square error between the estimated and the true (time-varying) parameter is established. For slow adaptation this expression can be arbitrarily well approximated by a much simpler expression. The treatment differs from other related studies using weak convergence theory, averaging, etc. in that the results are not asymptotic in nature and are applicable also to the transient phase as well as over unbounded time intervals.",37,1.1,10.1002/ACS.4480050402,https://doi.org/10.1002/ACS.4480050402,1.0600
Con69,The Information Transfer Required in Regulatory Processes,R. Conant,1969,1969-10-01,IEEE Trans. Syst. Sci. Cybern.,5,334-338,"Several fundamental relations between regulation and informational quantities are given. These show that regulation is a phenomenon closely tied to the transinformation between the regulator and the system which might be called its opponent. Two basic types of regulators are distinguished. The first, error-controlled regulators, are shown to be essentially coding devices which operate by taking advantage of constraints in the input sequence. The second, cause-controlled regulators, are shown to be free of some limitations inherent in error-controlled regulators. The importance of the regulator's channel capacity in cause-controlled regulation is established.",35,0.6,10.1109/TSSC.1969.300226,https://doi.org/10.1109/TSSC.1969.300226,1.0500
Far80,Tracking properties of adaptive signal processing algorithms,D. Farden and K. Sayood,1980,1980-04-09,"IEEE International Conference on Acoustics, Speech, and Signal Processing",,466-469,"Adaptive signal processing algorithms are often used in order to ""track"" an unknown time-varying parameter vector. Such algorithms are typically some form of stochastic gradient-descent algorithm. The Widrow LMS algorithm is apparently the most frequently used. This work develops an upper bound on the norm-squared error between the parameter vector being tracked and the value obtained by the algorithm. The upper bound illustrates the relationship between the algorithm step-size and the maximum rate of variation in the parameter vector. Finally, some simple covariance decay-rate conditions are imposed to obtain a bound on the mean square error.",63,1.4,10.1109/ICASSP.1980.1170938,https://doi.org/10.1109/ICASSP.1980.1170938,1.0500
Fra09b,Synchronization of Passifiable Lurie Systems Via Limited-Capacity Communication Channel,"Alexander L. Fradkov, B. Andrievsky, and R. Evans",2009,2009-02-01,IEEE Transactions on Circuits and Systems I: Regular Papers,56,430-439,"Output-feedback controlled synchronization problems for a class of nonlinear unstable systems under information constraints imposed by limited capacity of the communication channel are analyzed. A binary time-varying coder-decoder scheme is described, and a theoretical analysis for multidimensional master-slave systems represented in Lurie form (linear part plus nonlinearity depending only on measurable outputs) is provided. An output-feedback control law is proposed based on the passification theorem. It is shown that the synchronization error exponentially tends to zero for sufficiently high transmission rate (channel capacity). The results obtained for the synchronization problem can be extended to tracking problems in a straightforward manner if the reference signal is described by an external (exogenous) state space model. The results are illustrated by the controlled synchronization of two chaotic Chua systems via a communication channel with limited capacity.",27,1.6,10.1109/TCSI.2008.2001365,https://doi.org/10.1109/TCSI.2008.2001365,1.0500
Col12b,Minimal Bit Rates and Entropy for Exponential Stabilization,F. Colonius,2012,2012-10-02,SIAM J. Control. Optim.,50,2988-3010,"Minimal bit rates and entropy are studied for exponential stabilization of control systems in continuous time. Upper and lower bounds for the stabilization entropy are derived. In particular, for linear systems, a formula is given in terms of the real parts of eigenvalues. Then the minimal bit rate is related to the stabilization entropy.",64,4.7,10.1137/110829271,https://doi.org/10.1137/110829271,1.0500
Tan15,LQG Control with Minimal Information: Three-Stage Separation Principle and SDP-based Solution Synthesis,"Takashi Tanaka, Peyman Mohajerin Esfahani, and S. Mitter",2015,2015-10-14,ArXiv,abs/1510.04214,,"In the interest of evaluating an information-theoretic requirement for feedback control, this paper proposes a framework to synthesize a control policy that minimizes Massey’s directed information from the state sequence to the control sequence while attaining required Linear-Quadratic-Gaussian (LQG) control performance. Interpretation and significance of this framework is discussed in the context of networked control theory. As the main result, we show that an optimal control policy can be realized by an attractively simple three-stage decision architecture comprising (1) a linear sensor with additive Gaussian noise, (2) a Kalman filter, and (3) a certainty equivalence controller. This result suggests an integration of two separation principles previously known in the literature: the filter-controller separation principle in the LQG control theory, and the sensorfilter separation principle in zero-delay rate-distortion theory for Gauss-Markov sources. It is also shown that an optimal policy can be synthesized by semidefinite programming (SDP). Both time-varying finite-horizon problems and time-invariant infinitehorizon problems are considered. Our results can be viewed as a generalization of the data-rate theorem for mean-square stability by Nair & Evans, extended for a control performance analysis.",12,1.1,,https://www.semanticscholar.org/paper/daeb13fee5360fff8440d2a3bfc080611c1220dc,1.0500
Lib18,Entropy and Minimal Bit Rates for State Estimation and Model Detection,D. Liberzon and S. Mitra,2018,2018-10-01,IEEE Transactions on Automatic Control,63,3330-3344,"We study a notion of estimation entropy for continuous-time nonlinear systems, formulated in terms of the number of system trajectories that approximate all other trajectories up to an exponentially decaying error. We also consider an alternative definition of estimation entropy, which uses approximating functions that are not necessarily trajectories of the system, and show that the two entropy notions are equivalent. We establish an upper bound on the estimation entropy in terms of the sum of the desired convergence rate and an upper bound on the matrix measure of the Jacobian, multiplied by the system dimension. A lower bound on the estimation entropy is developed as well. We then turn our attention to state estimation and model detection with quantized and sampled state measurements. We describe an iterative procedure that uses such measurements to generate state estimates that converge to the true state at the desired exponential rate. The average bit rate utilized by this procedure matches the derived upper bound on the estimation entropy, and no other algorithm of this type can perform the same estimation task with bit rates lower than the estimation entropy. Finally, we discuss an application of the estimation procedure in determining, from the quantized state measurements, which of two competing models of a dynamical system is the true model. We show that under a mild assumption of “exponential separation” of the candidate models, detection always happens in finite time.",30,3.9,10.1109/TAC.2017.2782478,https://doi.org/10.1109/TAC.2017.2782478,1.0400
Ben82,A measure of the tracking capability of recursive stochastic algorithms with constant gains,A. Benveniste and G. Ruget,1982,1982-06-01,IEEE Transactions on Automatic Control,27,639-649,"A criterion is given for measuring the tracking capability of recursive algorithms when applied to slowly time-varying systems; the optimal gain for a given disturbance is also calculated. This criterion is seen to have some connection with the Fisher information matrix, and allows us to select a priori the best algorithm for identifying a given unknown parameter which may be subject to smooth unknown disturbances. Examples of applications are given in the areas of identification theory and data communication theory.",112,2.5,10.1109/TAC.1982.1102981,https://doi.org/10.1109/TAC.1982.1102981,1.0300
Mat07b,An Analogue of Shannon Information Theory for Detection and Stabilization via Noisy Discrete Communication Channels,A. Matveev and A. Savkin,2007,2007-09-01,SIAM J. Control. Optim.,46,1323-1367,"The paper addresses both detection and stabilization problems involving communication errors and capacity constraints. Discrete-time partially observed linear systems are studied. Unlike the classic theory, the sensor signals are transmitted to the estimator/controller over a noisy digital communication link modeled as a stochastic stationary discrete memoryless channel. It is shown that for noise-free plants, the Shannon capacity of the channel constitutes the border separating the cases where stabilization and reliable detection (asymptotic state estimation) with arbitrarily large probability are and are not possible, respectively.",105,5.6,10.1137/040621697,https://doi.org/10.1137/040621697,1.0200
Fre10,Stabilization and Disturbance Attenuation Over a Gaussian Communication Channel,"J. Freudenberg, R. Middleton, and V. Solo",2010,2010-02-05,IEEE Transactions on Automatic Control,55,795-799,,95,5.8,10.1109/TAC.2010.2040507,https://doi.org/10.1109/TAC.2010.2040507,1.0200
Shi07,Disturbance Rejection with Communication Constraints,Hidenori Shingin and Y. Ohta,2007,2007-09-30,Journal of the Society of Instrument and Control Engineers,43,806-811,Disturbance rejection problem with communication constraints for the first order system is considered. The performance limitation of the control system is shown by describing the trade-off between channel capacity and control performance quantitatively. The optimal control performance can be achieved by the state observation based on the coding of state prediction error and control to cancel the state by the predicted value.,0,,10.9746/VE.SICETR1965.43.806,https://doi.org/10.9746/VE.SICETR1965.43.806,1.0100
Kho16,The Value of Timing Information in Event-Triggered Control,"M. J. Khojasteh, Pavankumar Tallapragada, J. Cortés, and M. Franceschetti",2016,2016-09-30,IEEE Transactions on Automatic Control,65,925-940,"We study event-triggered control for stabilization of unstable linear plants over rate-limited communication channels subject to unknown bounded delay. On one hand, the timing of event triggering carries implicit information about the state of the plant. On the other hand, the delay in the communication channel causes information loss, as it makes the state information available at the controller out of date. Combining these two effects, we show a phase transition behavior in the transmission rate required for stabilization using a given event-triggering strategy. For small values of the delay, the timing information carried by the triggering events is substantial, and the system can be stabilized with any positive rate. When the delay exceeds a critical threshold, the timing information alone is not enough to achieve stabilization, and the required rate grows. When the delay equals the inverse of the entropy rate of the plant, the implicit information carried by the triggering events perfectly compensates the loss of information due to the communication delay, and we recover the rate requirement prescribed by the data-rate theorem. We also provide an explicit construction yielding a sufficient rate for stabilization, as well as results for vector systems. Our results do not rely on any a priori probabilistic model for the delay or the initial conditions.",42,4.4,10.1109/TAC.2019.2919107,https://doi.org/10.1109/TAC.2019.2919107,1.0100
Mat05,Multirate Stabilization of Linear Multiple Sensor Systems via Limited Capacity Communication Channels,A. Matveev and A. Savkin,2005,2005-08-01,SIAM J. Control. Optim.,44,584-617,"The paper addresses a feedback stabilization problem involving bit-rate communication capacity constraints. A discrete-time partially observed linear system is studied. Unlike classic theory, the signals from multiple sensors are transmitted to the controller over separate finite capacity communication channels. The sensors do not have constant access to the channels, and the channels are not perfect: the messages incur time-varying transmission delays and may be corrupted or lost. However, we suppose that the time-average number of bits per sample period that can be successfully transmitted over the channel during a time interval converges to a certain limit as the length of the interval becomes large. Necessary and sufficient conditions for stabilizability are established. They give the tightest lower bounds on the channel capacities for which stabilization is possible. An algorithm for stabilization is also presented.",82,3.9,10.1137/S0363012902419965,https://doi.org/10.1137/S0363012902419965,1.0000
Ran17,Control Capacity,G. Ranade and Anant Sahai,2017,2017-01-16,IEEE Transactions on Information Theory,65,235-254,"Feedback control actively dissipates uncertainty from a dynamical system by means of actuation. We develop a notion of “control capacity” that gives a fundamental limit (in bits) on the rate at which a controller can dissipate the uncertainty from a system, i.e., stabilize to a known fixed point. We give a computable single-letter characterization of control capacity for memoryless stationary scalar multiplicative actuation channels. Control capacity allows us to answer questions of stabilizability for scalar linear systems: a system with actuation uncertainty is stabilizable if and only if the control capacity is larger than the log of the unstable open-loop eigenvalue. For second-moment senses of stability, we recover the classic uncertainty threshold principle result. However, our definition of control capacity can quantify the stabilizability limits for any moment of stability. Our formulation parallels the notion of Shannon’s communication capacity and thus yields both a strong converse and a way to compute the value of side information in control.",0,,10.1109/TIT.2018.2868929,https://doi.org/10.1109/TIT.2018.2868929,1.0000
