Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Hou23,Intrinsic separation principles,B. Houska,2023,2023-07-09,Autom.,183,112661,"This paper is about output-feedback control problems for general linear systems in the presence of given state-, control-, disturbance-, and measurement error constraints. Because the traditional separation theorem in stochastic control is inapplicable to such constrained systems, a novel information-theoretic framework is proposed. It leads to an intrinsic separation principle that can be used to break the dual control problem for constrained linear systems into a meta-learning problem that minimizes an intrinsic information measure and a robust control problem that minimizes an extrinsic risk measure. The theoretical results in this paper can be applied in combination with modern polytopic computing methods in order to approximate a large class of dual control problems by finite-dimensional convex optimization problems.",0,,10.1016/j.automatica.2025.112661,https://doi.org/10.1016/j.automatica.2025.112661,1.1900
Bru21c,The Emperor's New Markov Blankets,"J. Bruineberg, K. Dołęga, Joe E. Dewhurst, and Manuel Baltieri",2021,2021-10-22,Behavioral and Brain Sciences,45,,"Abstract The free energy principle, an influential framework in computational neuroscience and theoretical neurobiology, starts from the assumption that living systems ensure adaptive exchanges with their environment by minimizing the objective function of variational free energy. Following this premise, it claims to deliver a promising integration of the life sciences. In recent work, Markov blankets, one of the central constructs of the free energy principle, have been applied to resolve debates central to philosophy (such as demarcating the boundaries of the mind). The aim of this paper is twofold. First, we trace the development of Markov blankets starting from their standard application in Bayesian networks, via variational inference, to their use in the literature on active inference. We then identify a persistent confusion in the literature between the formal use of Markov blankets as an epistemic tool for Bayesian inference, and their novel metaphysical use in the free energy framework to demarcate the physical boundary between an agent and its environment. Consequently, we propose to distinguish between “Pearl blankets” to refer to the original epistemic use of Markov blankets and “Friston blankets” to refer to the new metaphysical construct. Second, we use this distinction to critically assess claims resting on the application of Markov blankets to philosophical problems. We suggest that this literature would do well in differentiating between two different research programmes: “inference with a model” and “inference within a model.” Only the latter is capable of doing metaphysical work with Markov blankets, but requires additional philosophical premises and cannot be justified by an appeal to the success of the mathematical framework alone.",100,22,10.1017/S0140525X21002351,https://doi.org/10.1017/S0140525X21002351,1.1800
Fox16c,Minimum-information LQG control part I: Memoryless controllers,Roy Fox and Naftali Tishby,2016,2016-06-06,2016 IEEE 55th Conference on Decision and Control (CDC),,5610-5616,"With the increased demand for power efficiency in feedback-control systems, communication is becoming a limiting factor, raising the need to trade off the external cost that they incur with the capacity of the controller's communication channels. With a proper design of the channels, this translates into a sequential rate-distortion problem, where we minimize the rate of information required for the controller's operation under a constraint on its external cost. Memoryless controllers are of particular interest both for the simplicity and frugality of their implementation and as a basis for studying more complex controllers. In this paper we present the optimality principle for memoryless linear controllers that utilize minimal information rates to achieve a guaranteed external-cost level. We also study the interesting and useful phenomenology of the optimal controller, such as the principled reduction of its order.",18,1.8,10.1109/CDC.2016.7799131,https://doi.org/10.1109/CDC.2016.7799131,1.1800
Fox16,Minimum-information LQG control Part II: Retentive controllers,Roy Fox and Naftali Tishby,2016,2016-06-06,2016 IEEE 55th Conference on Decision and Control (CDC),,5603-5609,"Retentive (memory-utilizing) sensing-acting agents may operate under limitations on the communication between their sensing, memory and acting components, requiring them to trade off the external cost that they incur with the capacity of their communication channels. In this paper we formulate this problem as a sequential rate-distortion problem of minimizing the rate of information required for the controller's operation under a constraint on its external cost. We reduce this bounded retentive control problem to the memoryless one, studied in Part I of this work [1], by viewing the memory reader as one more sensor and the memory writer as one more actuator. We further investigate the structure of the resulting optimal solution and demonstrate its interesting phenomenology.",13,1.3,10.1109/CDC.2016.7799130,https://doi.org/10.1109/CDC.2016.7799130,1.1500
Geo87,Reactive Reasoning and Planning,M. Georgeff and A. Lansky,1987,1987-07-13,AAAI Conference on Artificial Intelligence,,677-682,"In this paper, the reasoning and planning capabilities of an autonomous mobile robot are described. The reasoning system that controls the robot is designed to exhibit the kind of behavior expected of a rational agent, and is endowed with the psychological attitudes of belief, desire, and intention. Because these attitudes are explicitly represented, they can be manipulated and reasoned about, resulting in complex goal-directed and reflective behaviors. Unlike most planning systems, the plans or intentions formed by the robot need only be partly elaborated before it decides to act. This allows the robot to avoid overly strong expectations about the environment, overly constrained plans of action, and other forms of overcommitment common to previous planners. In addition, the robot is continuously reactive and has the ability to change its goals and intentions as situations warrant. The system has been tested with SRI's autonomous robot (Flakey) in a space station scenario involving navigation and the performance of emergency tasks.",1172,30,,https://www.semanticscholar.org/paper/ceeae1a4e84591d26babdfe8969fad746853e40c,1.1300
Tse73,Wide-sense adaptive dual control for nonlinear stochastic systems,"E. Tse, Y. Bar-Shalom, and L. Meier",1973,1973-04-01,IEEE Transactions on Automatic Control,18,98-108,"A new approach is presented for the problem of stochastic control of nonlinear systems. It is well known that, except for the linear-quadratic problem, the optimal stochastic controller cannot be obtained in practice. In general it is the curse of dimensionality that makes the strict application of the principle of optimality infeasible. The two subproblems of stochastic control, estimation and control proper, are, except for the linear-quadratic case, intercoupled. As pointed out by Feldbaum, in addition to its effects on the state of the system, the control also affects the estimation performance. In this paper, the control problem is formulated such that this dual property of the control appears explicitly. The resulting control sequence exhibits the closed-loop property, i.e., it takes into account the past observations and also the future observation program. Thus, in addition to being adaptive, this control also plans its future learning according to the control objective. Some preliminary simulation results illustrate these properties of the control.",170,3.2,10.1109/TAC.1973.1100238,https://doi.org/10.1109/TAC.1973.1100238,1.1200
Bal19,Nonmodular Architectures of Cognitive Systems based on Active Inference,Manuel Baltieri and C. Buckley,2019,2019-03-22,2019 International Joint Conference on Neural Networks (IJCNN),,1-8,"In psychology and neuroscience it is common to describe cognitive systems as input/output devices where perceptual and motor functions are implemented in a purely feedforward, open-loop fashion. On this view, perception and action are often seen as encapsulated modules with limited interaction between them. While embodied and enactive approaches to cognitive science have challenged the idealisation of the brain as an input/output device, we argue that even the more recent attempts to model systems using closed-loop architectures still heavily rely on a strong separation between motor and perceptual functions. Previously, we have suggested that the mainstream notion of modularity strongly resonates with the separation principle of control theory. In this work we present a minimal model of a sensorimotor loop implementing an architecture based on the separation principle. We link this to popular formulations of perception and action in the cognitive sciences, and show its limitations when, for instance, external forces are not modelled by an agent. These forces can be seen as variables that an agent cannot directly control, i.e., a perturbation from the environment or an interference caused by other agents. As an alternative approach inspired by embodied cognitive science, we then propose a nonmodular architecture based on active inference. We demonstrate the robustness of this architecture to unknown external inputs and show that the mechanism with which this is achieved in linear models is equivalent to integral control.",11,1.5,10.1109/IJCNN.2019.8852048,https://doi.org/10.1109/IJCNN.2019.8852048,1.1100
Alb91,Outline for a theory of intelligence,J. Albus,1991,1991-05-01,IEEE Trans. Syst. Man Cybern.,21,473-509,"Intelligence is defined as that which produces successful behavior. Intelligence is assumed to result from natural selection. A model is proposed that integrates knowledge from research in both natural and artificial systems. The model consists of a hierarchical system architecture wherein: (1) control bandwidth decreases about an order of magnitude at each higher level, (2) perceptual resolution of spatial and temporal patterns contracts about an order-of-magnitude at each higher level, (3) goals expand in scope and planning horizons expand in space and time about an order-of-magnitude at each higher level, and (4) models of the world and memories of events expand their range in space and time by about an order-of-magnitude at each higher level. At each level, functional modules perform behavior generation (task decomposition planning and execution), world modeling, sensory processing, and value judgment. Sensory feedback control loops are closed at every level. >",801,23,10.1109/21.97471,https://doi.org/10.1109/21.97471,1.1000
Mil20b,On the Relationship Between Active Inference and Control as Inference,"Beren Millidge, Alexander Tschantz, A. Seth, and C. Buckley",2020,2020-06-23,International Workshop on Affective Interactions,,3-11,"Active Inference (AIF) is an emerging framework in the brain sciences which suggests that biological agents act to minimise a variational bound on model evidence. Control-as-Inference (CAI) is a framework within reinforcement learning which casts decision making as a variational inference problem. While these frameworks both consider action selection through the lens of variational inference, their relationship remains unclear. Here, we provide a formal comparison between them and demonstrate that the primary difference arises from how value is incorporated into their respective generative models. In the context of this comparison, we highlight several ways in which these frameworks can inform one another.",73,12,10.1007/978-3-030-64919-7_1,https://doi.org/10.1007/978-3-030-64919-7_1,1.0900
Mal21,Separation of learning and control for cyber-physical systems,Andreas A. Malikopoulos,2021,2021-07-13,Autom.,151,110912,"Most cyber-physical systems (CPS) encounter a large volume of data which is added to the system gradually in real time and not altogether in advance. In this paper, we provide a theoretical framework that yields optimal control strategies for such CPS at the intersection of control theory and learning. In the proposed framework, we use the actual CPS, i.e., the""true""system that we seek to optimally control online, in parallel with a model of the CPS that is available. We then institute an information state for the system which does not depend on the control strategy. An important consequence of this independence is that for any given choice of a control strategy and a realization of the system's variables until time t, the information states at future times do not depend on the choice of the control strategy at time t but only on the realization of the decision at time t, and thus they are related to the concept of separation between estimation of the state and control. Namely, the future information states are separated from the choice of the current control strategy. Such control strategies are called separated control strategies. Hence, we can derive offline the optimal control strategy of the system with respect to the information state, which might not be precisely known due to model uncertainties or complexity of the system, and then use standard learning approaches to learn the information state online while data are added gradually to the system in real time. We show that after the information state becomes known, the separated control strategy of the CPS model derived offline is optimal for the actual system. We illustrate the proposed framework in a dynamic system consisting of two subsystems with a delayed sharing information structure.",34,7.0,10.1016/j.automatica.2023.110912,https://doi.org/10.1016/j.automatica.2023.110912,1.0700
Bru20d,The Emperor’s New Markov Blankets,J. Bruineberg,2020,,,,,"Markov blankets have been used to settle disputes central to philosophy of mind and cognition. Their development from a technical concept in Bayesian inference to a central concept within the free-energy principle is analysed. We propose to distinguish between instrumental Pearl blankets and realist Friston blankets. Pearl blankets are substantiated by the empirical literature but can do limited philosophical work. Friston blankets can do philosophical work, but require strong theoretical assumptions. Both are conflated in the current literature on the free-energy principle. Consequently, we propose that distinguishing between an instrumental and a realist research program will help clarify the literature.",2,0.3,,https://www.semanticscholar.org/paper/774c759095801227de71454d7ce6e24669a4f28e,1.0700
Spe74,Optimization of stochastic linear systems with additive measurement and process noise using exponential performance criteria,"J. Speyer, J. Deyst, and D. Jacobson",1974,1974-08-01,IEEE Transactions on Automatic Control,19,358-366,"The expected value of a multiplicative performance criterion, represented by the exponential of a quadratic function of the state and control variables, is minimized subject to a discrete stochastic linear system with additive Gaussian measurement and process noise. This cost function, which is a generalization of the mean quadratic cost criterion, allows a degree of shaping of the probability density function of the quadratic cost criterion. In general, the control law depends upon a gain matrix which operates linearly on the smoothed history of the state vector from the initial to the current time. This gain matrix explicitly includes the covariance of the estimation errors of the entire state history. The separation theorem holds although the certainty equivalence principle does not. Two special cases are of importance. The first occurs when only the terminal state is costed. A feedback control law, linear in the current estimate of the state, results where the feedback gains are functionally dependent upon the error covariance of the current state estimate. The second occurs if all the intermediate states are costed but there is no process noise except for an initial condition uncertainty. A feedback law results which depends not only upon the current dynamical state estimate but also on an additional vector which is path dependent.",156,3.0,10.1109/TAC.1974.1100606,https://doi.org/10.1109/TAC.1974.1100606,1.0600
Ros20,Causal blankets: Theory and algorithmic framework,"F. Rosas, P. Mediano, Martin Biehl, S. Chandaria, and D. Polani",2020,2020-08-28,International Workshop on Affective Interactions,,187-198,"We introduce a novel framework to identify perception-action loops (PALOs) directly from data based on the principles of computational mechanics. Our approach is based on the notion of causal blanket, which captures sensory and active variables as dynamical sufficient statistics -- i.e. as the ""differences that make a difference."" Moreover, our theory provides a broadly applicable procedure to construct PALOs that requires neither a steady-state nor Markovian dynamics. Using our theory, we show that every bipartite stochastic process has a causal blanket, but the extent to which this leads to an effective PALO formulation varies depending on the integrated information of the bipartition.",8,1.4,10.1007/978-3-030-64919-7_19,https://doi.org/10.1007/978-3-030-64919-7_19,1.0300
Au04,Utilizing Volatile External Information During Planning,"T. Au, Dana S. Nau, and V. Subrahmanian",2004,2004-08-22,European Conference on Artificial Intelligence,,647-651,"There are many practical planning situations in which planners may need information from external sources during the planning process. We describe the following: 
 
• Wrappers that may be placed around conventional (isolated) planners. The wrapper replaces some of the planner's memory accesses with queries to external information sources. When appropriate, the wrapper will automatically backtrack the planner to a previous point in its operation. 
 
• Query-management strategies for wrappers. These dictate when to issue queries, and when/how to backtrack the planner. 
 
• Mathematical analysis and experimental tests. Our results show conditions under which different query management strategies are preferable, and demonstrate that certain kinds of planning paradigms are more suited than others for planning with volatile information.",11,0.5,,https://www.semanticscholar.org/paper/1b8148c90c2e15587a09741afa50c0f1106638b2,1.0200
