Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Sch72,On stochastic approximation and an adaptive Kalman filter,L. Scharf and D. Alspach,1972,1972-12-01,IEEE Conference on Decision and Control,11,253-257,"The orthogonality between the innovations process and the one-step predicted state of a discrete-time Kalman filter is used to specify a stochastic approximation algorithm for simple, adaptive Kalman filtering. The filter is adaptive in the sense that on-line filter signals are used to train the gain matrix to its correct, steady-state form. The problem considered is one of training the gain matrix when the time-invariant plant dynamics are known, but the plant noise and observation noise covariance matrices are unknown. No direct identification of these covariances is required. Simulation results are presented to illustrate the simplicity and soundness of the proposed adaptive filter structure. The simplicity of the proposed adaptation method indicates that it might easily be implemented in real-time data or signal processing applications.",10,0.2,10.1109/CDC.1972.268996,https://doi.org/10.1109/CDC.1972.268996,1.3500
Ama96,Neural Learning in Structured Parameter Spaces - Natural Riemannian Gradient,S. Amari,1996,1996-12-03,Neural Information Processing Systems,,127-133,"The parameter space of neural networks has a Riemannian metric structure. The natural Riemannian gradient should be used instead of the conventional gradient, since the former denotes the true steepest descent direction of a loss function in the Riemannian space. The behavior of the stochastic gradient learning algorithm is much more effective if the natural gradient is used. The present paper studies the information-geometrical structure of perceptrons and other networks, and prove that the on-line learning method based on the natural gradient is asymptotically as efficient as the optimal batch algorithm. Adaptive modification of the learning constant is proposed and analyzed in terms of the Riemannian measure and is shown to be efficient. The natural gradient is finally applied to blind separation of mixtured independent signal sources.",220,7.5,,https://www.semanticscholar.org/paper/fa0c75a9b5f39d166dd875005580687716a236bb,1.3000
Lai70,Optimal adaptive estimation: Structure and parameter adaptation,D. Lainiotis,1970,1970-12-01,,9,143-143,"Optimal structure and parameter adaptive estimators have been obtained for continuous as well as discrete data gaussian process models with linear dynamics. Specifically, the essentially nonlinear adaptive estimators are shown to be decomposable (partition theorem) into two parts, a linear non-adaptive part consisting of a bank of Kalman-Bucy filters, and a nonlinear part that incorporates the learning or adaptive nature of the estimator. The conditional-error-covariance matrix of the estimator is also obtained in a form suitable for on-line performance evaluation. The adaptive estimators are applied to the problem of state-estimation with nongaussian initial state and also to estimation under measurement uncertainty (joint detection-estimation). Examples are given of the application of the proposed adaptive estimators to structure and parameter adaptation indicating their applicability to practical engineering problems.",111,2.0,10.1109/SAP.1970.269994,https://doi.org/10.1109/SAP.1970.269994,1.2800
Fah92,Posterior Mode Estimation by Extended Kalman Filtering for Multivariate Dynamic Generalized Linear Models,L. Fahrmeir,1992,1992-06-01,Journal of the American Statistical Association,87,501-509,"Abstract A family of multivariate dynamic generalized linear models is introduced as a general framework for the analysis of time series with observations from the exponential family. Besides common conditionally Gaussian models, this article deals with univariate models for counted and binary data and, as the most interesting multivariate case, models for nonstationary multicategorical time series. For univariate responses, a related yet different class of models has been introduced in a Bayesian setting by West, Harrison and Migon. Assuming conjugate prior-posterior distributions for the natural parameter of the exponential family, they derive an approximate filter for estimation of time-varying states or parameters. However, their method raises some problems; in particular, in extending it to the multivariate case. A different approach to filtering and smoothing is chosen in this article. To avoid a full Bayesian analysis based on numerical integration, which becomes computationally critical for higher...",176,5.2,10.1080/01621459.1992.10475232,https://doi.org/10.1080/01621459.1992.10475232,1.2600
Ait21,Synaptic plasticity as Bayesian inference,L. Aitchison et al.,2021,2021-01-27,Nature neuroscience,24,565 - 571,"Learning, especially rapid learning, is critical for survival. However, learning is hard; a large number of synaptic weights must be set based on noisy, often ambiguous, sensory information. In such a high-noise regime, keeping track of probability distributions over weights is the optimal strategy. Here we hypothesize that synapses take that strategy; in essence, when they estimate weights, they include error bars. They then use that uncertainty to adjust their learning rates, with more uncertain weights having higher learning rates. We also make a second, independent, hypothesis: synapses communicate their uncertainty by linking it to variability in postsynaptic potential size, with more uncertainty leading to more variability. These two hypotheses cast synaptic plasticity as a problem of Bayesian inference, and thus provide a normative view of learning. They generalize known learning rules, offer an explanation for the large variability in the size of postsynaptic potentials and make falsifiable experimental predictions. We propose that synapses compute probability distributions over weights, not just point estimates. Using probabilistic inference, we derive a new set of synaptic learning rules and show that they speed up learning in neural networks.",48,9.0,10.1038/s41593-021-00809-5,https://doi.org/10.1038/s41593-021-00809-5,1.1800
Pir20,A simple model for learning in volatile environments,Payam Piray and N. Daw,2020,2020-07-01,PLoS Computational Biology,16,,"Sound principles of statistical inference dictate that uncertainty shapes learning. In this work, we revisit the question of learning in volatile environments, in which both the first and second-order statistics of observations dynamically evolve over time. We propose a new model, the volatile Kalman filter (VKF), which is based on a tractable state-space model of uncertainty and extends the Kalman filter algorithm to volatile environments. The proposed model is algorithmically simple and encompasses the Kalman filter as a special case. Specifically, in addition to the error-correcting rule of Kalman filter for learning observations, the VKF learns volatility according to a second error-correcting rule. These dual updates echo and contextualize classical psychological models of learning, in particular hybrid accounts of Pearce-Hall and Rescorla-Wagner. At the computational level, compared with existing models, the VKF gives up some flexibility in the generative model to enable a more faithful approximation to exact inference. When fit to empirical data, the VKF is better behaved than alternatives and better captures human choice data in two independent datasets of probabilistic learning tasks. The proposed model provides a coherent account of learning in stable or volatile environments and has implications for decision neuroscience research.",61,10,10.1371/journal.pcbi.1007963,https://doi.org/10.1371/journal.pcbi.1007963,1.1800
Nai04,Stabilizability of Stochastic Linear Systems with Finite Feedback Data Rates,G. Nair and R. Evans,2004,2004-02-01,SIAM J. Control. Optim.,43,413-436,"Feedback control with limited data rates is an emerging area which incorporates ideas from both control and information theory. A fundamental question it poses is how low the closed-loop data rate can be made before a given dynamical system is impossible to stabilize by any coding and control law. Analogously to source coding, this defines the smallest error-free data rate sufficient to achieve ""reliable"" control, and explicit expressions for it have been derived for linear time-invariant systems without disturbances. In this paper, the more general case of finite-dimensional linear systems with process and observation noise is considered, the object being mean square state stability. By inductive arguments employing the entropy power inequality of information theory, and a new quantizer error bound, an explicit expression for the infimum stabilizing data rate is derived, under very mild conditions on the initial state and noise probability distributions.",753,34,10.1137/S0363012902402116,https://doi.org/10.1137/S0363012902402116,1.1500
Hua18b,A Novel Adaptive Kalman Filter With Inaccurate Process and Measurement Noise Covariance Matrices,"Yulong Huang, Yonggang Zhang, Zhemin Wu, Ning Li, and J. Chambers",2018,2018-02-01,IEEE Transactions on Automatic Control,63,594-601,,592,71,10.1109/TAC.2017.2730480,https://doi.org/10.1109/TAC.2017.2730480,1.1300
Sin73,Adaptive Kalman filtering using stochastic approximation,N. Sinha,1973,1973-05-03,Electronics Letters,9,177-178,"A Kalman filter requires an exact knowledge of the noise covariance matrices to determine the optimal gain Kop for the filtering equations. In the absence of such prior information, an adaptive technique must be used. An approach based on stochastic approximation is presented. The steady-state gain is obtained by using a recursive algorithm that satisfies the innovations theorem.",10,0.2,10.1049/EL:19730131,https://doi.org/10.1049/EL:19730131,1.1200
For81,Implementation of self-tuning regulators with variable forgetting factors,"T. Fortescue, L. Kershenbaum, and B. Ydstie",1981,,Autom.,17,831-835,,826,18,10.1016/0005-1098(81)90070-4,https://doi.org/10.1016/0005-1098(81)90070-4,1.0800
Lib18,Entropy and Minimal Bit Rates for State Estimation and Model Detection,D. Liberzon and S. Mitra,2018,2018-10-01,IEEE Transactions on Automatic Control,63,3330-3344,"We study a notion of estimation entropy for continuous-time nonlinear systems, formulated in terms of the number of system trajectories that approximate all other trajectories up to an exponentially decaying error. We also consider an alternative definition of estimation entropy, which uses approximating functions that are not necessarily trajectories of the system, and show that the two entropy notions are equivalent. We establish an upper bound on the estimation entropy in terms of the sum of the desired convergence rate and an upper bound on the matrix measure of the Jacobian, multiplied by the system dimension. A lower bound on the estimation entropy is developed as well. We then turn our attention to state estimation and model detection with quantized and sampled state measurements. We describe an iterative procedure that uses such measurements to generate state estimates that converge to the true state at the desired exponential rate. The average bit rate utilized by this procedure matches the derived upper bound on the estimation entropy, and no other algorithm of this type can perform the same estimation task with bit rates lower than the estimation entropy. Finally, we discuss an application of the estimation procedure in determining, from the quantized state measurements, which of two competing models of a dynamical system is the true model. We show that under a mild assumption of “exponential separation” of the candidate models, detection always happens in finite time.",30,3.9,10.1109/TAC.2017.2782478,https://doi.org/10.1109/TAC.2017.2782478,1.0700
Kos19,Rate-Cost Tradeoffs in Control,V. Kostina and B. Hassibi,2019,2019-04-19,IEEE Transactions on Automatic Control,64,4525-4540,"Consider a control problem with a communication channel connecting the observer of a linear stochastic system to the controller. The goal of the controller is to minimize a quadratic cost function in the state variables and control signal, known as the linear quadratic regulator (LQR). We study the fundamental tradeoff between the communication rate $r$ b/s and the expected cost $b$. We obtain a lower bound on a certain rate-cost function, which quantifies the minimum directed mutual information between the channel input and output that is compatible with a target LQR cost. The rate-cost function has operational significance in multiple scenarios of interest: among others, it allows us to lower-bound the minimum communication rate for fixed and variable length quantization, and for control over noisy channels. We derive an explicit lower bound to the rate-cost function, which applies to the vector, non-Gaussian, and partially observed systems, thereby extending and generalizing an earlier explicit expression for the scalar Gaussian system, due to Tatikonda et al. [S. Tatikonda, A. Sahai, and S. Mitter, “Stochastic linear control over a communication channel,” IEEE Trans. Autom. Control, vol. 49, no. 9, pp. 1549–1561, Sep. 2004.]. The bound applies as long as the differential entropy of the system noise is not $-\infty$. It can be closely approached by a simple lattice quantization scheme that only quantizes the innovation, that is, the difference between the controller's belief about the current state and the true state. Via a separation principle between control and communication, similar results hold for causal lossy compression of additive noise Markov sources. Apart from standard dynamic programming arguments, our technical approach leverages the Shannon lower bound, develops new estimates for data compression with coding memory, and uses some recent results on high resolution variable-length vector quantization to prove that the new converse bounds are tight.",9,1.3,10.1109/TAC.2019.2912256,https://doi.org/10.1109/TAC.2019.2912256,1.0500
Lin73,The adaptation of observation noise covariances and adaptive Kalman filtering,J. Lin,1973,1973-12-01,IEEE Conference on Decision and Control,12,366-370,"The application of Kalman-Bucy filters entails precise knowledge on the a priori noise covariances as well as the system parameters. In many practical cases, however, such precise knowledge is not available, and approximate values are usually used or assumed. It has been pointed out that incorrect covariances often cause severe inconsistency between the calculated error covariance and the actual one. Approaches of adaptive filtering have been studied by various researchers for mainly time-invariant systems. An iterative procedure for the adaptation of the assumed a priori observation-noise covariances of time-variable systems is investigated in this paper. The procedure proposed here computes at each iteration a necessary correction from the covariances of the innovation process, and adapt the noise covariances thereby. The calculated error covariance is shown to tend to the actual in the limit. Simulated examples show that initial choices of the a priori covariance do not seem to be crucial to the convergence. An approach to adaptive filtering is also proposed.",4,0.1,10.1109/CDC.1973.269192,https://doi.org/10.1109/CDC.1973.269192,1.0400
Pir20b,A model for learning based on the joint estimation of stochasticity and volatility,Payam Piray and N. Daw,2020,2020-10-07,Nature Communications,12,,"Previous research has stressed the importance of uncertainty for controlling the speed of learning, and how such control depends on the learner inferring the noise properties of the environment, especially volatility: the speed of change. However, learning rates are jointly determined by the comparison between volatility and a second factor, moment-to-moment stochasticity. Yet much previous research has focused on simplified cases corresponding to estimation of either factor alone. Here, we introduce a learning model, in which both factors are learned simultaneously from experience, and use the model to simulate human and animal data across many seemingly disparate neuroscientific and behavioral phenomena. By considering the full problem of joint estimation, we highlight a set of previously unappreciated issues, arising from the mutual interdependence of inference about volatility and stochasticity. This interdependence complicates and enriches the interpretation of previous results, such as pathological learning in individuals with anxiety and following amygdala damage. Human learning depends on opposing effects of two noise factors: volatility and stochasticity. Here the authors present a model of learning that shows how and why joint estimation of these factors is important for understanding healthy and pathological learning.",112,20,10.1038/s41467-021-26731-9,https://doi.org/10.1038/s41467-021-26731-9,1.0300
Sil14,A Characterization of the Minimal Average Data Rate That Guarantees a Given Closed-Loop Performance Level,"Eduardo I. Silva, M. Derpich, Jan Østergaard, and Marco A. Encina",2014,2014-07-01,IEEE Transactions on Automatic Control,61,2171-2186,"This paper studies networked control systems closed over noiseless digital channels. We focus on noisy linear time-invariant (LTI) plants with stationary Gaussian disturbances, Gaussian initial state, scalar-valued control inputs and sensor outputs. For this set-up, we show that the absolute minimal directed information rate that allows one to achieve a prescribed level of performance (not necessarily stationary), over all combinations of encoder-controller-decoder, is achieved when the decoder output is jointly Gaussian with the other signals in the system. This directed information rate lower bounds the achievable operational data rates. When restricting our attention to encoder-controller-decoders which make the random processes in the loop (strongly) asymptotically wide-sense stationary, this bound can be expressed in terms of their asymptotic power spectral densities. Then we show that the directed information rate and stationary performance of any such scheme can be achieved when the concatenated encoder, channel, controller and decoder behave as an AWGN channel with LTI filters. We also present a simple coding scheme that allows one to achieve (operational) average data rates that are at most (approximately) 1.254 bits away from the derived lower bound, while satisfying the performance constraint. A numerical example is presented to illustrate our findings.",55,4.6,10.1109/TAC.2015.2500658,https://doi.org/10.1109/TAC.2015.2500658,1.0200
Won97,Systems with finite communication bandwidth constraints. I. State estimation problems,W. Wong and R. Brockett,1997,1997-09-01,IEEE Trans. Autom. Control.,42,1294-1299,"In this paper, we investigate a state estimation problem involving finite communication capacity constraints. Unlike classical estimation problems where the observation is a continuous process corrupted by additive noises, there is a constraint that the observations must be coded and transmitted over a digital communication channel with finite capacity. This problem is formulated mathematically, and some convergence properties are defined. Moreover, the concept of a finitely recursive coder-estimator sequence is introduced. A new upper bound for the average estimation error is derived for a large class of random variables. Convergence properties of some coder-estimator algorithms are analyzed. Various conditions connecting the communication data rate with the rate of change of the underlying dynamics are established for the existence of stable and asymptotically convergent coder-estimator schemes.",578,20,10.1109/9.623096,https://doi.org/10.1109/9.623096,1.0100
Lef73,Linear stochastic optimal control under information rate constraints,R. Lefever and E. Stear,1973,1973-02-01,International Journal of Control,17,273-284,"The discrete-time, linear, stochastic optimal control problem is considered under information rate constraints on the feedback loop. The feedback loop, including sensor, is modelled as a communication channel which provides a specified amount of information (in the Shannon sense) about the state of the linear plant at each discrete-time instant given the current and past observations and past controls. No further specific structure for the sensor is assumed. The expected value of a positive definite quadratic loss function is used as the performance criterion to be minimized. This leads to a double minimization problem in which the performance criterion is minimized over the set of admissible controls and the set of conditional probability densities for the state given the observations and controls which achieve the specified information. A set of recursion relationships for the solution of this problem is derived using the techniques of calculus of variations and dynamic programming. The solution indicat...",0,,10.1080/00207177308932375,https://doi.org/10.1080/00207177308932375,1.0000
Hay86,Adaptive Filter Theory,S. Haykin,1986,,,,,Background and Overview. 1. Stochastic Processes and Models. 2. Wiener Filters. 3. Linear Prediction. 4. Method of Steepest Descent. 5. Least-Mean-Square Adaptive Filters. 6. Normalized Least-Mean-Square Adaptive Filters. 7. Transform-Domain and Sub-Band Adaptive Filters. 8. Method of Least Squares. 9. Recursive Least-Square Adaptive Filters. 10. Kalman Filters as the Unifying Bases for RLS Filters. 11. Square-Root Adaptive Filters. 12. Order-Recursive Adaptive Filters. 13. Finite-Precision Effects. 14. Tracking of Time-Varying Systems. 15. Adaptive Filters Using Infinite-Duration Impulse Response Structures. 16. Blind Deconvolution. 17. Back-Propagation Learning. Epilogue. Appendix A. Complex Variables. Appendix B. Differentiation with Respect to a Vector. Appendix C. Method of Lagrange Multipliers. Appendix D. Estimation Theory. Appendix E. Eigenanalysis. Appendix F. Rotations and Reflections. Appendix G. Complex Wishart Distribution. Glossary. Abbreviations. Principal Symbols. Bibliography. Index.,7631,189,,https://www.semanticscholar.org/paper/59a26a2d95db9b713c512d96b2a9e1eafb72d312,0.9900
Tan15,LQG Control with Minimal Information: Three-Stage Separation Principle and SDP-based Solution Synthesis,"Takashi Tanaka, Peyman Mohajerin Esfahani, and S. Mitter",2015,2015-10-14,ArXiv,abs/1510.04214,,"In the interest of evaluating an information-theoretic requirement for feedback control, this paper proposes a framework to synthesize a control policy that minimizes Massey’s directed information from the state sequence to the control sequence while attaining required Linear-Quadratic-Gaussian (LQG) control performance. Interpretation and significance of this framework is discussed in the context of networked control theory. As the main result, we show that an optimal control policy can be realized by an attractively simple three-stage decision architecture comprising (1) a linear sensor with additive Gaussian noise, (2) a Kalman filter, and (3) a certainty equivalence controller. This result suggests an integration of two separation principles previously known in the literature: the filter-controller separation principle in the LQG control theory, and the sensorfilter separation principle in zero-delay rate-distortion theory for Gauss-Markov sources. It is also shown that an optimal policy can be synthesized by semidefinite programming (SDP). Both time-varying finite-horizon problems and time-invariant infinitehorizon problems are considered. Our results can be viewed as a generalization of the data-rate theorem for mean-square stability by Nair & Evans, extended for a control performance analysis.",12,1.1,,https://www.semanticscholar.org/paper/daeb13fee5360fff8440d2a3bfc080611c1220dc,0.9800
Guo22,Optimal Causal Rate-Constrained Sampling of the Wiener Process,Nian Guo and V. Kostina,2022,2022-04-01,IEEE Transactions on Automatic Control,67,1776-1791,"We consider the following communication scenario. An encoder causally observes the Wiener process and decides when and what to transmit about it. A decoder estimates the process using causally received codewords in real time. We determine the causal encoding and decoding policies that jointly minimize the mean-square estimation error, under the long-term communication rate constraint of <inline-formula><tex-math notation=""LaTeX"">$R$</tex-math></inline-formula> bits per second. We show that an optimal encoding policy can be implemented as a causal sampling policy followed by a causal compressing policy. We prove that the optimal encoding policy samples the Wiener process once the innovation passes either <inline-formula><tex-math notation=""LaTeX"">$\sqrt{\frac{1}{R}}$</tex-math></inline-formula> or <inline-formula><tex-math notation=""LaTeX"">$-\sqrt{\frac{1}{R}}$</tex-math></inline-formula> and compresses the sign of innovation (SOI) using a 1-bit codeword. The <italic>SOI coding scheme</italic> achieves the operational distortion-rate function, which is equal to <inline-formula><tex-math notation=""LaTeX"">$D^{\mathrm{op}}(R)=\frac{1}{6R}$</tex-math></inline-formula>. Surprisingly, this is significantly better than the distortion-rate tradeoff achieved in the limit of infinite delay by the best noncausal code. This is because the SOI coding scheme leverages the free timing information supplied by the zero-delay channel between the encoder and the decoder. The key to unlocking that gain is the event-triggered nature of the SOI sampling policy. In contrast, the distortion-rate tradeoffs achieved with deterministic sampling policies are much worse: we prove that the causal informational distortion-rate function in that scenario is as high as <inline-formula><tex-math notation=""LaTeX"">$D_{\mathrm{DET}}(R) = \frac{5}{6R}$</tex-math></inline-formula>. It is achieved by the uniform sampling policy with the sampling interval <inline-formula><tex-math notation=""LaTeX"">$\frac{1}{R}$</tex-math></inline-formula>. In either case, the optimal strategy is to sample the process as fast as possible and to transmit 1-bit codewords to the decoder without delay. We show that <italic>the SOI coding scheme</italic> also minimizes the mean-square cost of a continuous-time control system driven by the Wiener process and controlled via rate-constrained impulses.",1,0.2,10.1109/TAC.2021.3071953,https://doi.org/10.1109/TAC.2021.3071953,0.9700
Sol18,Value of Information in Feedback Control: Quantification,"T. Soleymani, J. Baras, and S. Hirche",2018,2018-12-18,IEEE Transactions on Automatic Control,67,3730-3737,"Although transmission of a data packet containing sensory information in a networked control system improves the quality of regulation, it has indeed a price from the communication perspective. It is, therefore, rational that such a data packet be transmitted only if it is valuable in the sense of a cost-benefit analysis. Yet, the fact is that little is known so far about this valuation of information and its connection with traditional event-triggered communication. In the present article, we study this intrinsic property of networked control systems by formulating a rate-regulation trade-off between the packet rate and the regulation cost with an event trigger and a controller as two distributed decision makers, and show that the valuation of information is conceivable and quantifiable grounded on this trade-off. In particular, we characterize an equilibrium in the rate-regulation trade-off, and quantify the value of information <inline-formula><tex-math notation=""LaTeX"">${\rm{VoI}}_k$</tex-math></inline-formula> there as the variation in a so-called value function with respect to a piece of sensory information that can be communicated to the controller at each time <inline-formula><tex-math notation=""LaTeX"">$k$</tex-math></inline-formula>. We prove that, for a multi-dimensional Gauss--Markov process, <inline-formula><tex-math notation=""LaTeX"">${\rm{VoI}}_k$</tex-math></inline-formula> is a symmetric function of the discrepancy between the state estimates at the event trigger and the controller, and that a data packet containing sensory information at time <inline-formula><tex-math notation=""LaTeX"">$k$</tex-math></inline-formula> should be transmitted to the controller only if <inline-formula><tex-math notation=""LaTeX"">${\rm{VoI}}_k$</tex-math></inline-formula> is nonnegative. Moreover, we discuss that <inline-formula><tex-math notation=""LaTeX"">${\rm{VoI}}_k$</tex-math></inline-formula> can be computed with arbitrary accuracy, and that it can be approximated by a closed-form quadratic function with a performance guarantee.",61,8.2,10.1109/TAC.2021.3113472,https://doi.org/10.1109/TAC.2021.3113472,0.9600
