Cite Key,Title,Authors,Year,Publication Date,Journal,Volume,Pages,Abstract,Citation Count,Citations/Year,DOI,URL,Relevance Score
Hes15,Certified Reduced Basis Methods for Parametrized Partial Differential Equations,"J. Hesthaven, G. Rozza, and B. Stamm",2015,2015-08-20,,,,,1119,104,10.1007/978-3-319-22470-1,https://doi.org/10.1007/978-3-319-22470-1,1.4400
Tac20,Convergence of Lasserre’s hierarchy: the general case,M. Tacchi,2020,2020-11-16,Optimization Letters,16,1015 - 1033,"Lasserre’s moment-SOS hierarchy consists in approximating instances of the generalized moment problem (GMP) with moment relaxations and sums-of-squares (SOS) strenghtenings that boil down to convex semidefinite programming problems. Due to the generality of the initial GMP, applications of this technology are countless, and one can cite among them the polynomial optimization problem, the optimal control problem, the volume computation problem, stability sets approximation problems, and solving nonlinear partial differential equations. The solution to the original GMP is then approximated with finite truncatures of its moment sequence. For each application, proving convergence of these truncatures towards the optimal moment sequence gives valuable insight on the problem, including convergence of the relaxed values to the original GMP’s optimal value. This note proposes a general proof of such convergence, regardless the problem one is faced with, under simple standard assumptions. As a byproduct of this proof, one also obtains strong duality properties both in the infinite dimensional GMP and its finite dimensional relaxations.",28,5.1,10.1007/s11590-021-01757-6,https://doi.org/10.1007/s11590-021-01757-6,1.4200
Bec01,An optimal control approach to a posteriori error estimation in finite element methods,R. Becker and R. Rannacher,2001,2001-05-01,Acta Numerica,10,1 - 102,,1333,53,10.1017/S0962492901000010,https://doi.org/10.1017/S0962492901000010,1.3900
Bro14,"Information Relaxations, Duality, and Convex Stochastic Dynamic Programs",David B. Brown and James E. Smith,2014,2014-12-01,Oper. Res.,62,1394-1415,"We consider the information relaxation approach for calculating performance bounds for stochastic dynamic programs DPs. This approach generates performance bounds by solving problems with relaxed nonanticipativity constraints and a penalty that punishes violations of these nonanticipativity constraints. In this paper, we study DPs that have a convex structure and consider gradient penalties that are based on first-order linear approximations of approximate value functions. When used with perfect information relaxations, these penalties lead to subproblems that are deterministic convex optimization problems. We show that these gradient penalties can, in theory, provide tight bounds for convex DPs and can be used to improve on bounds provided by other relaxations, such as Lagrangian relaxation bounds. Finally, we apply these results in two example applications: first, a network revenue management problem that describes an airline trying to manage seat capacity on its flights; and second, an inventory management problem with lead times and lost sales. These are challenging problems of significant practical interest. In both examples, we compute performance bounds using information relaxations with gradient penalties and find that some relatively easy-to-compute heuristic policies are nearly optimal.",60,5.2,10.1287/opre.2014.1322,https://doi.org/10.1287/opre.2014.1322,1.3400
Wan15b,Approximate dynamic programming via iterated Bellman inequalities,"Yang Wang, Brendan O'Donoghue, and Stephen P. Boyd",2015,2015-07-10,International Journal of Robust and Nonlinear Control,25,1472 - 1496,,89,8.2,10.1002/rnc.3152,https://doi.org/10.1002/rnc.3152,1.3300
Tam10,Partial Identification in Econometrics,E. Tamer,2010,2010-08-11,Annual Review of Economics,2,167-195,"Identification in econometric models maps prior assumptions and the data to information about a parameter of interest. The partial identification approach to inference recognizes that this process should not result in a binary answer that consists of whether the parameter is point identified. Rather, given the data, the partial identification approach characterizes the informational content of various assumptions by providing a menu of estimates, each based on different sets of assumptions, some of which are plausible and some of which are not. Of course, more assumptions beget more information, so stronger conclusions can be made at the expense of more assumptions. The partial identification approach advocates a more fluid view of identification and hence provides the empirical researcher with methods to help study the spectrum of information that we can harness about a parameter of interest using a menu of assumptions. This approach links conclusions drawn from various empirical models to sets of assumptions made in a transparent way. It allows researchers to examine the informational content of their assumptions and their impacts on the inferences made. Naturally, with finite sample sizes, this approach leads to statistical complications, as one needs to deal with characterizing sampling uncertainty in models that do not point identify a parameter. Therefore, new methods for inference are developed. These methods construct confidence sets for partially identified parameters, and confidence regions for sets of parameters, or identifiable sets.",153,9.7,10.1146/ANNUREV.ECONOMICS.050708.143401,https://doi.org/10.1146/ANNUREV.ECONOMICS.050708.143401,1.3200
Jia20,Computable Primal and Dual Bounds for Stochastic Control,Chunxi Jiao and Reiichiro Kawai,2020,2020-12-08,SIAM J. Control. Optim.,58,3709-3733,We investigate the linear programming framework for an exit-time stochastic control problem and apply the moment-sum-of-squares hierarchy to obtain tight pointwise bounds and global bounding functi...,0,,10.1137/18m1232231,https://doi.org/10.1137/18m1232231,1.3100
Bec96,A Feed-Back Approach to Error Control in Finite Element Methods: Basic Analysis and Examples,R. Becker and R. Rannacher,1996,,,,,"A reened approach to residual-based error control in nite element (FE) discretiza-tions is presented. The conventional strategies for adaptive mesh reenement in FE methods are mostly based on a posteriori error estimates in the global energy or L 2-norm involving local residuals of the computed solution. The mesh reenement process then aims at equilibrating these local error indicators. Such estimates reeect the approximation properties of the nite element space by local interpolation constants while the stability properties of the continuous model enter through a global stability constant, which may be known explicitly in simple cases. Meshes generated on the basis of such global error estimates may not be appropriate in cases of strongly varying coeecients and for the computation of local quantities as, for example, point values or contour integrals. More detailed information about the mechanism of error propagation can be obtained by employing duality arguments specially adapted to the quantity of interest. This results in a posteriori error estimates in which the local information derived from the dual solution is used in the form of weights multiplied by local residuals. On the basis of such estimates, a feedback process in which the weights are numerically computed with increasing accuracy leads to almost optimal meshes for various kinds of error functionals. This approach is developed here for a simple model problem, namely the Poisson equation in two dimensions, in order to emphasize its basic features. However, the underlying concept is rather universal and has, on a heuristic basis, already been successfully applied to much more complex problems in structural and uid mechanics as well as in astrophysics.",566,19,,https://www.semanticscholar.org/paper/a85cd5dbe857581bac6e6f0317194650448106f9,1.2900
Bal20d,Exact moment representation in polynomial optimization,Lorenzo Baldi and B. Mourrain,2020,2020-12-29,J. Symb. Comput.,129,102403,"We investigate the problem of representing moment sequences by measures in the context ofPolynomial Optimization Problems, that consist in finding the infimum of a real polynomial ona real semialgebraic set defined by polynomial inequalities. We analyze the exactness of MomentMatrix (MoM) hierarchies, dual to the Sum of Squares (SoS) hierarchies, which are sequences ofconvex cones introduced by Lasserre to approximate measures and positive polynomials. Weinvestigate in particular flat truncation properties, which allow testing effectively when MoMexactness holds and recovering the minimizers.We show that the dual of the MoM hierarchy coincides with the SoS hierarchy extendedwith the real radical of the support of the defining quadratic module Q. We deduce thatflat truncation happens if and only if the support of the quadratic module associated withthe minimizers is of dimension zero. We also bound the order of the hierarchy at which flattruncation holds.As corollaries, we show that flat truncation and MoM exactness hold when regularityconditions, known as Boundary Hessian Conditions, hold (and thus that MoM exactness holdsgenerically); and when the support of the quadratic module Q is zero-dimensional. Effectivenumerical computations illustrate these flat truncation properties.",8,1.5,10.1016/j.jsc.2024.102403,https://doi.org/10.1016/j.jsc.2024.102403,1.2800
War17b,Generalized Dual Dynamic Programming for Infinite Horizon Problems in Continuous State and Action Spaces,"J. Warrington, P. Beuchat, and J. Lygeros",2017,2017-11-20,IEEE Transactions on Automatic Control,64,5012-5023,"We describe a nonlinear generalization of dual dynamic programming (DP) theory and its application to value function estimation for deterministic control problems over continuous state and action spaces, in a discrete-time infinite horizon setting. We prove, using a Benders-type argument leveraging the monotonicity of the Bellman operator, that the result of a one-stage policy evaluation can be used to produce nonlinear lower bounds on the optimal value function that are valid over the entire state space. These bounds contain terms reflecting the functional form of the system's costs, dynamics, and constraints. We provide an iterative algorithm that produces successively better approximations of the optimal value function, and prove under certain assumptions that it achieves an arbitrarily low desired Bellman optimality tolerance at preselected points in the state space, in a finite number of iterations. We also describe means of certifying the quality of the approximate value function generated. We demonstrate the efficacy of the approach on systems whose dimensions are too large for conventional DP approaches to be practical.",12,1.4,10.1109/TAC.2019.2907812,https://doi.org/10.1109/TAC.2019.2907812,1.2700
Las15b,An Introduction to Polynomial and Semi-Algebraic Optimization,J. Lasserre,2015,2015-02-19,,,,"This is the first comprehensive introduction to the powerful moment approach for solving global optimization problems (and some related problems) described by polynomials (and even semi-algebraic functions). In particular, the author explains how to use relatively recent results from real algebraic geometry to provide a systematic numerical scheme for computing the optimal value and global minimizers. Indeed, among other things, powerful positivity certificates from real algebraic geometry allow one to define an appropriate hierarchy of semidefinite (SOS) relaxations or LP relaxations whose optimal values converge to the global minimum. Several extensions to related optimization problems are also described. Graduate students, engineers and researchers entering the field can use this book to understand, experiment with and master this new approach through the simple worked examples provided.",339,30,10.1017/cbo9781107447226,https://doi.org/10.1017/cbo9781107447226,1.2600
Ode01,Goal-oriented error estimation and adaptivity for the finite element method,J. Oden and S. Prudhomme,2001,2001-03-01,Computers & Mathematics With Applications,41,735-756,,375,15,10.1016/S0898-1221(00)00317-5,https://doi.org/10.1016/S0898-1221(00)00317-5,1.2500
Hen14,Linear conic optimization for nonlinear optimal control,D. Henrion and Edouard Pauwels,2014,2014-07-07,arXiv: Optimization and Control,,,"AbstractInﬁnite-dimensional linear conic formulations are described for nonlinear optimalcontrol problems. The primal linear problem consists of ﬁnding occupation mea-sures supported on optimal relaxed controlled trajectories, whereas the dual linearproblem consists of ﬁnding the largest lower bound on the value function of theoptimal control problem. Various approximation results relating the original opti-mal control problem and its linear conic formulations are developed. As illustratedby a couple of simple examples, these results are relevant in the context of ﬁnite-dimensional semideﬁnite programming relaxations used to approximate numericallythe solutions of the inﬁnite-dimensional linear conic problems. 1 Motivation In [8, 9], J.-B. Lasserre described a hierarchy of convex semideﬁnite programming (SDP)problems allowing to compute bounds and ﬁnd global solutions for ﬁnite-dimensionalnonconvex polynomial optimization problems. Each step in the hierarchy consists ofsolving a primal moment SDP problem and a dual polynomial sum-of-squares (SOS) SDPproblem corresponding to discretizations of inﬁnite-dimensional linear conic problems,namely a primal linear programming (LP) problem on the cone of nonnegative measures,and a dual LP problem on the cone of nonnegative continuous functions. The number ofvariables (number of moments in the primal SDP, degree of the SOS certiﬁcates in the dualSDP) increases when progressing in the hierarchy, global optimality can be ensured bychecking rank conditions on the moment matrices, and global optimizers can be extractedby numerical linear algebra. For more information on the moment-SOS hierarchy and itsapplications, see [11].This approach was then extended to polynomial optimal control in [10]. Whereas the keyidea in [8, 9] was to reformulate a (ﬁnite-dimensional) nonconvex polynomial optimiza-tion on a compact semi-algebraic set into an LP in the (inﬁnite-dimensional) space of",13,1.1,,https://www.semanticscholar.org/paper/fa3636e53e64d96f3c44a8898bb2d46a6eed1162,1.2400
Bro17,Information Relaxation Bounds for Infinite Horizon Markov Decision Processes,David B. Brown and Martin B. Haugh,2017,2017-08-02,Oper. Res.,65,1355-1379,"We consider the information relaxation approach for calculating performance bounds for stochastic dynamic programs (DPs), following Brown et al. [Brown DB, Smith JE, Sun P (2010) Information relaxations and duality in stochastic dynamic programs. Oper. Res. 58(4, Part 1):785–801]. This approach generates performance bounds by solving problems with relaxed nonanticipativity constraints and a penalty that punishes violations of these constraints. In this paper, we study infinite horizon DPs with discounted costs and consider applying information relaxations to reformulations of the DP. These reformulations use different state transition functions and correct for the change in state transition probabilities by multiplying by likelihood ratio factors. These reformulations can greatly simplify solutions of the information relaxations, both in leading to finite horizon subproblems and by reducing the number of states that need to be considered in these subproblems. We show that any reformulation leads to a lowe...",34,3.9,10.1287/opre.2017.1631,https://doi.org/10.1287/opre.2017.1631,1.2200
Lin06c,Relaxing dynamic programming,B. Lincoln and A. Rantzer,2006,2006-08-14,IEEE Transactions on Automatic Control,51,1249-1260,,331,17,10.1109/TAC.2006.878720,https://doi.org/10.1109/TAC.2006.878720,1.2100
Roz07,Reduced Basis Approximation and a Posteriori Error Estimation for Affinely Parametrized Elliptic Coercive Partial Differential Equations,"G. Rozza, D. Huynh, and A. Patera",2007,2007-09-01,Archives of Computational Methods in Engineering,15,229-275,,446,24,10.1007/S11831-008-9019-9,https://doi.org/10.1007/S11831-008-9019-9,1.2100
Hen08,Nonlinear optimal control synthesis via occupation measures,"D. Henrion, J. Lasserre, and C. Savorgnan",2008,2008-03-11,2008 47th IEEE Conference on Decision and Control,,4749-4754,"We consider nonlinear optimal control problems (OCPs) for which all problem data are polynomial. In the first part of the paper, we review how occupation measures can be used to approximate pointwise the optimal value function of a given OCP, using a hierarchy of linear matrix inequality (LMI) relaxations. In the second part, we extend the methodology to approximate the optimal value function on a given set and we use such a function to constructively and computationally derive an almost optimal control law. Numerical examples show the effectiveness of the approach.",47,2.6,10.1109/CDC.2008.4739136,https://doi.org/10.1109/CDC.2008.4739136,1.1900
Ahm17f,DSOS and SDSOS Optimization: More Tractable Alternatives to Sum of Squares and Semidefinite Optimization,Amir Ali Ahmadi and Anirudha Majumdar,2017,2017-06-08,ArXiv,abs/1706.02586,,"In recent years, optimization theory has been greatly impacted by the advent of sum of squares (SOS) optimization. The reliance of this technique on large-scale semidefinite programs however, has limited the scale of problems to which it can be applied. In this paper, we introduce DSOS and SDSOS optimization as linear programming and second-order cone programming-based alternatives to sum of squares optimization that allow one to trade off computation time with solution quality. These are optimization problems over certain subsets of sum of squares polynomials (or equivalently subsets of positive semidefinite matrices), which can be of interest in general applications of semidefinite programming where scalability is a limitation. We show that some basic theorems from SOS optimization which rely on results from real algebraic geometry are still valid for DSOS and SDSOS optimization. Furthermore, we show with numerical experiments from diverse application areas---polynomial optimization, statistics and machine learning, derivative pricing, and control theory---that with reasonable tradeoffs in accuracy, we can handle problems at scales that are currently significantly beyond the reach of traditional sum of squares approaches. Finally, we provide a review of recent techniques that bridge the gap between our DSOS/SDSOS approach and the SOS approach at the expense of additional running time. The Supplementary Material of the paper introduces an accompanying MATLAB package for DSOS and SDSOS optimization.",238,27,10.1137/18M118935X,https://doi.org/10.1137/18M118935X,1.1800
Sme18,Randomized Residual-Based Error Estimators for Parametrized Equations,"K. Smetana, O. Zahm, and A. Patera",2018,2018-07-27,SIAM J. Sci. Comput.,41,A900-A926,"We propose a randomized a posteriori error estimator for reduced order approximations of parametrized (partial) differential equations. The error estimator has several important properties: the effectivity is close to unity with prescribed lower and upper bounds at specified high probability; the estimator does not require the calculation of stability (coercivity, or inf-sup) constants; the online cost to evaluate the a posteriori error estimator is commensurate with the cost to find the reduced order approximation; the probabilistic bounds extend to many queries with only modest increase in cost. To build this estimator, we first estimate the norm of the error with a Monte-Carlo estimator using Gaussian random vectors whose covariance is chosen according to the desired error measure, e.g. user-defined norms or quantity of interest. Then, we introduce a dual problem with random right-hand side the solution of which allows us to rewrite the error estimator in terms of the residual of the original equation. In order to have a fast-to-evaluate estimator, model order reduction methods can be used to approximate the random dual solutions. Here, we propose a greedy algorithm that is guided by a scalar quantity of interest depending on the error estimator. Numerical experiments on a multi-parametric Helmholtz problem demonstrate that this strategy yields rather low-dimensional reduced dual spaces.",22,2.8,10.1137/18M120364X,https://doi.org/10.1137/18M120364X,1.1800
Cha08c,A counterexample-guided abstraction-refinement framework for markov decision processes,Rohit Chadha and M. Viswanathan,2008,2008-07-08,ACM Trans. Comput. Log.,12,1:1-1:49,"The main challenge in using abstractions effectively is to construct a suitable abstraction for the system being verified. One approach that tries to address this problem is that of counterexample guided abstraction refinement (CEGAR), wherein one starts with a coarse abstraction of the system, and progressively refines it, based on invalid counterexamples seen in prior model checking runs, until either an abstraction proves the correctness of the system or a valid counterexample is generated. While CEGAR has been successfully used in verifying nonprobabilistic systems automatically, CEGAR has only recently been investigated in the context of probabilistic systems. The main issues that need to be tackled in order to extend the approach to probabilistic systems is a suitable notion of “counterexample”, algorithms to generate counterexamples, check their validity, and then automatically refine an abstraction based on an invalid counterexample. In this article, we address these issues, and present a CEGAR framework for Markov decision processes.",85,4.8,10.1145/1838552.1838553,https://doi.org/10.1145/1838552.1838553,1.1700
Lik03,ARA*: Anytime A* with Provable Bounds on Sub-Optimality,"M. Likhachev, Geoffrey J. Gordon, and S. Thrun",2003,2003-12-09,Neural Information Processing Systems,,767-774,"In real world planning problems, time for deliberation is often limited. Anytime planners are well suited for these problems: they find a feasible solution quickly and then continually work on improving it until time runs out. In this paper we propose an anytime heuristic search, ARA*, which tunes its performance bound based on available search time. It starts by finding a suboptimal solution quickly using a loose bound, then tightens the bound progressively as time allows. Given enough time it finds a provably optimal solution. While improving its bound, ARA* reuses previous search efforts and, as a result, is significantly more efficient than other anytime search methods. In addition to our theoretical analysis, we demonstrate the practical utility of ARA* with experiments on a simulated robot kinematic arm and a dynamic path planning problem for an outdoor rover.",875,39,,https://www.semanticscholar.org/paper/9dfd9554e948b95cc92a64f4d16c3369cdde82de,1.1600
